Antecedents,Consequent,Support,Confidence,Lift,Leverage,Conviction,Minimum Support,Enriched Sample Rows,Fraud Rows,Legitimate Rows
V10_Low AND V12_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.12874779541446207,1.0,6.0,0.10728982951205174,inf,0.03,2268,378,1890
V10_Low AND V12_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.12566137566137567,1.0,6.0,0.10471781305114639,inf,0.03,2268,378,1890
V10_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.1247795414462081,1.0,6.0,0.10398295120517342,inf,0.03,2268,378,1890
V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.1247795414462081,1.0,6.0,0.10398295120517342,inf,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.06966490299823633,1.0,6.0,0.05805408583186361,inf,0.03,2268,378,1890
Amount_Low AND V10_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.06701940035273368,1.0,6.0,0.05584950029394474,inf,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V17_Low AND V3_Low,Class_Fraud,0.06701940035273368,1.0,6.0,0.05584950029394474,inf,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.06701940035273368,1.0,6.0,0.05584950029394474,inf,0.03,2268,378,1890
Amount_Low AND V10_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.06613756613756613,1.0,6.0,0.05511463844797178,inf,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.06613756613756613,1.0,6.0,0.05511463844797178,inf,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.06613756613756613,1.0,6.0,0.05511463844797178,inf,0.03,2268,378,1890
Amount_Medium AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.04056437389770723,1.0,6.0,0.03380364491475602,inf,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03968253968253968,1.0,6.0,0.03306878306878307,inf,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03968253968253968,1.0,6.0,0.03306878306878307,inf,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.03968253968253968,1.0,6.0,0.03306878306878307,inf,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.039241622574955906,1.0,6.0,0.032701352145796586,inf,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.039241622574955906,1.0,6.0,0.032701352145796586,inf,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.039241622574955906,1.0,6.0,0.032701352145796586,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.03571428571428571,1.0,6.0,0.02976190476190476,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03527336860670194,1.0,6.0,0.029394473838918283,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V16_Low AND V17_Low,Class_Fraud,0.03439153439153439,1.0,6.0,0.028659611992945325,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.03439153439153439,1.0,6.0,0.028659611992945325,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,1.0,6.0,0.028292181069958847,inf,0.03,2268,378,1890
Time_Night AND V12_Low AND V16_Low AND V17_Low,Class_Fraud,0.03262786596119929,1.0,6.0,0.027189888300999412,inf,0.03,2268,378,1890
Time_Night AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.03262786596119929,1.0,6.0,0.027189888300999412,inf,0.03,2268,378,1890
Time_Night AND V12_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.03262786596119929,1.0,6.0,0.027189888300999412,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low AND V16_Low,Class_Fraud,0.03218694885361552,1.0,6.0,0.026822457378012934,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low AND V16_Low,Class_Fraud,0.03218694885361552,1.0,6.0,0.026822457378012934,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03218694885361552,1.0,6.0,0.026822457378012934,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03218694885361552,1.0,6.0,0.026822457378012934,inf,0.03,2268,378,1890
Time_Night AND V12_Low AND V14_Low AND V17_Low,Class_Fraud,0.03218694885361552,1.0,6.0,0.026822457378012934,inf,0.03,2268,378,1890
Time_Night AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.03218694885361552,1.0,6.0,0.026822457378012934,inf,0.03,2268,378,1890
Time_Night AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.03218694885361552,1.0,6.0,0.026822457378012934,inf,0.03,2268,378,1890
Time_Night AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V17_Low AND V3_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V16_Low AND V17_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V17_Low AND V3_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.031746031746031744,1.0,6.0,0.026455026455026454,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low AND V17_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low AND V17_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.030864197530864196,1.0,6.0,0.0257201646090535,inf,0.03,2268,378,1890
V10_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.12874779541446207,0.9965870307167234,5.9795221843003405,0.10721634332745443,244.1666666666551,0.03,2268,378,1890
V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.12522045855379188,0.9964912280701753,5.978947368421053,0.1042768959435626,237.49999999999176,0.03,2268,378,1890
V10_Low AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.12522045855379188,0.9964912280701753,5.978947368421053,0.1042768959435626,237.49999999999176,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V14_Low AND V16_Low,Class_Fraud,0.06966490299823633,0.9937106918238994,5.962264150943397,0.05798059964726631,132.50000000000003,0.03,2268,378,1890
Amount_Low AND V10_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.06966490299823633,0.9937106918238994,5.962264150943397,0.05798059964726631,132.50000000000003,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V16_Low AND V17_Low,Class_Fraud,0.06701940035273368,0.9934640522875817,5.96078431372549,0.05577601410934744,127.50000000000045,0.03,2268,378,1890
Amount_Low AND V10_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.06613756613756613,0.9933774834437086,5.960264900662252,0.055041152263374485,125.8333333333327,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.06613756613756613,0.9933774834437086,5.960264900662252,0.055041152263374485,125.8333333333327,0.03,2268,378,1890
V10_Low AND V12_Low AND V16_Low AND V17_Low,Class_Fraud,0.12610229276895943,0.9896193771626296,5.937716262975778,0.10486478542034097,80.27777777777655,0.03,2268,378,1890
V10_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.12522045855379188,0.989547038327526,5.937282229965156,0.10412992357436801,79.72222222222119,0.03,2268,378,1890
Amount_Medium AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.041005291005291,0.9893617021276596,5.936170212765958,0.03409758965314521,78.33333333333363,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.03968253968253968,0.989010989010989,5.934065934065934,0.032995296884185774,75.83333333333361,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V14_Low AND V17_Low,Class_Fraud,0.03968253968253968,0.989010989010989,5.934065934065934,0.032995296884185774,75.83333333333361,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V16_Low AND V17_Low,Class_Fraud,0.03968253968253968,0.989010989010989,5.934065934065934,0.032995296884185774,75.83333333333361,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V17_Low AND V3_Low,Class_Fraud,0.039241622574955906,0.9888888888888889,5.933333333333334,0.03262786596119929,75.00000000000027,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.039241622574955906,0.9888888888888889,5.933333333333334,0.03262786596119929,75.00000000000027,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V14_Low AND V16_Low,Class_Fraud,0.036155202821869487,0.9879518072289156,5.927710843373494,0.030055849500293944,69.16666666666644,0.03,2268,378,1890
Time_Morning AND V10_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03527336860670194,0.9876543209876543,5.925925925925926,0.029320987654320986,67.4999999999997,0.03,2268,378,1890
Time_Morning AND V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.034832451499118164,0.9875,5.925000000000001,0.02895355673133451,66.66666666666691,0.03,2268,378,1890
Time_Morning AND V10_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.03439153439153439,0.9873417721518988,5.924050632911393,0.02858612580834803,65.83333333333356,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V17_Low AND V3_Low,Class_Fraud,0.03439153439153439,0.9873417721518988,5.924050632911393,0.02858612580834803,65.83333333333356,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.03439153439153439,0.9873417721518988,5.924050632911393,0.02858612580834803,65.83333333333356,0.03,2268,378,1890
Time_Morning AND V10_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,0.9871794871794872,5.923076923076923,0.02821869488536155,65.00000000000023,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.033950617283950615,0.9871794871794872,5.923076923076923,0.02821869488536155,65.00000000000023,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.033950617283950615,0.9871794871794872,5.923076923076923,0.02821869488536155,65.00000000000023,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low AND V3_Low,Class_Fraud,0.03350970017636684,0.987012987012987,5.922077922077922,0.027851263962375073,64.16666666666664,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low AND V3_Low,Class_Fraud,0.03350970017636684,0.987012987012987,5.922077922077922,0.027851263962375073,64.16666666666664,0.03,2268,378,1890
Time_Night AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03306878306878307,0.9868421052631579,5.921052631578948,0.027483833039388596,63.33333333333314,0.03,2268,378,1890
Time_Night AND V12_Low AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.03306878306878307,0.9868421052631579,5.921052631578948,0.027483833039388596,63.33333333333314,0.03,2268,378,1890
Time_Night AND V12_Low AND V17_Low AND V3_Low,Class_Fraud,0.03306878306878307,0.9868421052631579,5.921052631578948,0.027483833039388596,63.33333333333314,0.03,2268,378,1890
Time_Night AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.031746031746031744,0.9863013698630136,5.917808219178082,0.02638154027042916,60.833333333333094,0.03,2268,378,1890
V12_Low AND V14_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.12654320987654322,0.9862542955326461,5.917525773195877,0.10515873015873017,60.62500000000022,0.03,2268,378,1890
V10_Low AND V12_Low AND V17_Low AND V3_Low,Class_Fraud,0.12610229276895943,0.9862068965517241,5.917241379310345,0.10479129923574368,60.41666666666655,0.03,2268,378,1890
V10_Low AND V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.1300705467372134,0.9833333333333334,5.9,0.1080246913580247,50.00000000000018,0.03,2268,378,1890
V10_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.12566137566137567,0.9827586206896552,5.8965517241379315,0.10435038212815992,48.33333333333355,0.03,2268,378,1890
V10_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.12522045855379188,0.9826989619377161,5.896193771626297,0.10398295120517342,48.16666666666624,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.07054673721340388,0.9815950920245399,5.88957055214724,0.05856848912404468,45.27777777777777,0.03,2268,378,1890
Amount_Low AND V10_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.06613756613756613,0.9803921568627451,5.882352941176471,0.05489417989417989,42.499999999999915,0.03,2268,378,1890
V10_Low AND V12_Low AND V14_Low AND V16_Low,Class_Fraud,0.12962962962962962,0.98,5.88,0.10758377425044091,41.66666666666663,0.03,2268,378,1890
V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.12742504409171077,0.9796610169491525,5.877966101694915,0.10574661963550853,40.9722222222222,0.03,2268,378,1890
Amount_Medium AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.04056437389770723,0.9787234042553191,5.872340425531915,0.033656672545561435,39.166666666666615,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V14_Low AND V16_Low,Class_Fraud,0.040123456790123455,0.978494623655914,5.870967741935484,0.033289241622574954,38.750000000000036,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.03968253968253968,0.9782608695652174,5.869565217391305,0.03292181069958847,38.333333333333364,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.039241622574955906,0.978021978021978,5.868131868131869,0.032554379776602,37.916666666666615,0.03,2268,378,1890
Time_Morning AND V12_Low AND V14_Low AND V16_Low AND V17_Low,Class_Fraud,0.03527336860670194,0.975609756097561,5.853658536585366,0.029247501469723693,34.166666666666636,0.03,2268,378,1890
Time_Morning AND V12_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.034832451499118164,0.9753086419753086,5.851851851851852,0.028880070546737212,33.75,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V14_Low AND V17_Low,Class_Fraud,0.03439153439153439,0.975,5.8500000000000005,0.028512639623750734,33.33333333333331,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V14_Low AND V17_Low AND V3_Low,Class_Fraud,0.03439153439153439,0.975,5.8500000000000005,0.028512639623750734,33.33333333333331,0.03,2268,378,1890
Time_Night AND V10_Low AND V14_Low,Class_Fraud,0.03439153439153439,0.975,5.8500000000000005,0.028512639623750734,33.33333333333331,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V14_Low,Class_Fraud,0.03439153439153439,0.975,5.8500000000000005,0.028512639623750734,33.33333333333331,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,0.9746835443037974,5.848101265822785,0.028145208700764257,32.916666666666636,0.03,2268,378,1890
