Antecedents,Consequent,Support,Confidence,Lift,Leverage,Conviction,Minimum Support,Enriched Sample Rows,Fraud Rows,Legitimate Rows
Time_Morning AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.03527336860670194,0.8247422680412371,4.948453608247423,0.028145208700764257,4.754901960784313,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V16_Low,Class_Fraud,0.040123456790123455,0.8198198198198198,4.918918918918919,0.03196649029982363,4.624999999999999,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low AND V14_Low,Class_Fraud,0.08024691358024691,0.8161434977578476,4.896860986547086,0.06385949441504997,4.532520325203253,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low AND V14_Low,Class_Fraud,0.041005291005291,0.8157894736842105,4.894736842105264,0.03262786596119929,4.523809523809524,0.03,2268,378,1890
V10_Low AND V12_Low AND V14_Low,Class_Fraud,0.1424162257495591,0.8156565656565657,4.8939393939393945,0.11331569664902999,4.5205479452054815,0.03,2268,378,1890
Time_Morning AND V12_Low AND V14_Low AND V3_Low,Class_Fraud,0.03880070546737213,0.8148148148148148,4.888888888888889,0.030864197530864196,4.499999999999999,0.03,2268,378,1890
V12_Low AND V14_Low AND V3_Low,Class_Fraud,0.14329805996472664,0.8145363408521303,4.887218045112783,0.11397707231040566,4.493243243243244,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low AND V14_Low,Class_Fraud,0.03835978835978836,0.8130841121495327,4.878504672897196,0.03049676660787772,4.458333333333333,0.03,2268,378,1890
Time_Afternoon AND V14_Low AND V16_Low AND V3_Low,Class_Fraud,0.033950617283950615,0.8020833333333334,4.812500000000001,0.026895943562610228,4.210526315789474,0.03,2268,378,1890
Time_Afternoon AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.033950617283950615,0.8020833333333334,4.812500000000001,0.026895943562610228,4.210526315789474,0.03,2268,378,1890
V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.1335978835978836,0.8015873015873016,4.80952380952381,0.10582010582010583,4.200000000000001,0.03,2268,378,1890
Time_Night AND V17_Low,Class_Fraud,0.03306878306878307,0.7978723404255319,4.787234042553192,0.026161081716637273,4.12280701754386,0.03,2268,378,1890
Amount_Medium AND V16_Low AND V17_Low AND V3_Low,Class_Fraud,0.04056437389770723,0.7863247863247863,4.717948717948718,0.03196649029982363,3.9,0.03,2268,378,1890
Amount_Medium AND V12_Low AND V14_Low AND V3_Low,Class_Fraud,0.04144620811287478,0.7833333333333333,4.7,0.03262786596119929,3.8461538461538463,0.03,2268,378,1890
Amount_Medium AND V12_Low AND V14_Low AND V16_Low,Class_Fraud,0.042328042328042326,0.7804878048780488,4.682926829268293,0.033289241622574954,3.7962962962962967,0.03,2268,378,1890
Time_Afternoon AND V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.033950617283950615,0.77,4.62,0.026601998824221047,3.623188405797102,0.03,2268,378,1890
Time_Evening AND V12_Low AND V14_Low AND V3_Low,Class_Fraud,0.03042328042328042,0.7666666666666667,4.6000000000000005,0.023809523809523808,3.5714285714285725,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V14_Low AND V3_Low,Class_Fraud,0.041005291005291,0.7622950819672131,4.573770491803279,0.03203997648442093,3.505747126436781,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low AND V14_Low,Class_Fraud,0.039241622574955906,0.7606837606837606,4.564102564102564,0.03064373897707231,3.4821428571428568,0.03,2268,378,1890
Time_Night AND V12_Low AND V3_Low,Class_Fraud,0.037037037037037035,0.7567567567567568,4.540540540540541,0.028880070546737212,3.4259259259259265,0.03,2268,378,1890
Time_Morning AND V10_Low AND V14_Low AND V3_Low,Class_Fraud,0.03791887125220458,0.7543859649122807,4.526315789473685,0.029541446208112873,3.3928571428571432,0.03,2268,378,1890
V10_Low AND V14_Low AND V3_Low,Class_Fraud,0.1424162257495591,0.7511627906976744,4.506976744186047,0.11081716637272193,3.3489096573208728,0.03,2268,378,1890
Amount_Low AND V16_Low AND V17_Low,Class_Fraud,0.06746031746031746,0.75,4.5,0.05246913580246913,3.3333333333333335,0.03,2268,378,1890
Time_Afternoon AND V12_Low AND V14_Low AND V3_Low,Class_Fraud,0.03835978835978836,0.75,4.5,0.029835390946502057,3.3333333333333335,0.03,2268,378,1890
Time_Evening AND V10_Low AND V12_Low AND V14_Low,Class_Fraud,0.03042328042328042,0.75,4.5,0.023662551440329218,3.3333333333333335,0.03,2268,378,1890
Time_Morning AND V16_Low AND V17_Low,Class_Fraud,0.03571428571428571,0.7431192660550459,4.458715596330276,0.027704291593180483,3.244047619047619,0.03,2268,378,1890
Amount_Medium AND V12_Low AND V16_Low AND V3_Low,Class_Fraud,0.041005291005291,0.7380952380952381,4.428571428571429,0.031746031746031744,3.1818181818181825,0.03,2268,378,1890
V16_Low AND V17_Low,Class_Fraud,0.12874779541446207,0.7281795511221945,4.369077306733167,0.0992798353909465,3.0657492354740055,0.03,2268,378,1890
Time_Night AND V10_Low AND V12_Low AND V16_Low,Class_Fraud,0.03306878306878307,0.7281553398058253,4.368932038834952,0.02549970605526161,3.0654761904761907,0.03,2268,378,1890
Amount_Low AND V10_Low AND V14_Low AND V3_Low,Class_Fraud,0.08024691358024691,0.7250996015936255,4.350597609561754,0.061801881246325685,3.0314009661835755,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V14_Low AND V3_Low,Class_Fraud,0.039241622574955906,0.712,4.272,0.030055849500293944,2.893518518518518,0.03,2268,378,1890
Time_Night AND V3_Low,Class_Fraud,0.03747795414462081,0.7083333333333334,4.250000000000001,0.028659611992945325,2.8571428571428577,0.03,2268,378,1890
Time_Morning AND V12_Low AND V17_Low,Class_Fraud,0.03571428571428571,0.7043478260869566,4.22608695652174,0.02726337448559671,2.818627450980393,0.03,2268,378,1890
Amount_Low AND V10_Low AND V16_Low,Class_Fraud,0.07098765432098765,0.6939655172413793,4.163793103448277,0.05393885949441505,2.723004694835681,0.03,2268,378,1890
Amount_Low AND V12_Low AND V17_Low,Class_Fraud,0.068342151675485,0.6919642857142857,4.151785714285714,0.05188124632569077,2.7053140096618358,0.03,2268,378,1890
Time_Afternoon AND V14_Low AND V17_Low,Class_Fraud,0.03439153439153439,0.6902654867256637,4.1415929203539825,0.026087595532039976,2.6904761904761902,0.03,2268,378,1890
V14_Low AND V17_Low,Class_Fraud,0.1283068783068783,0.6895734597156399,4.13744075829384,0.09729570840681953,2.6844783715012728,0.03,2268,378,1890
V12_Low AND V17_Low,Class_Fraud,0.13051146384479717,0.6883720930232559,4.130232558139536,0.09891240446796001,2.6741293532338313,0.03,2268,378,1890
Amount_Low AND V14_Low AND V16_Low,Class_Fraud,0.07098765432098765,0.688034188034188,4.128205128205129,0.053791887125220456,2.671232876712329,0.03,2268,378,1890
Time_Night AND V10_Low AND V16_Low,Class_Fraud,0.03306878306878307,0.6818181818181818,4.090909090909091,0.02498530276308054,2.6190476190476186,0.03,2268,378,1890
Amount_Low AND V14_Low AND V17_Low,Class_Fraud,0.06657848324514991,0.6771300448430493,4.062780269058296,0.05019106407995297,2.581018518518518,0.03,2268,378,1890
Amount_Low AND V12_Low AND V3_Low,Class_Fraud,0.08245149911816578,0.6702508960573477,4.021505376344086,0.06194885361552028,2.5271739130434785,0.03,2268,378,1890
Amount_Low AND V10_Low AND V17_Low,Class_Fraud,0.06701940035273368,0.6696035242290749,4.0176211453744495,0.050338036449147555,2.522222222222222,0.03,2268,378,1890
Amount_Medium AND V14_Low AND V17_Low,Class_Fraud,0.04144620811287478,0.6666666666666666,4.0,0.031084656084656083,2.5,0.03,2268,378,1890
Amount_Low AND V12_Low AND V16_Low,Class_Fraud,0.07142857142857142,0.6558704453441295,3.935222672064777,0.05327748383303939,2.4215686274509802,0.03,2268,378,1890
Time_Morning AND V12_Low AND V16_Low,Class_Fraud,0.039241622574955906,0.6544117647058824,3.9264705882352944,0.029247501469723693,2.411347517730497,0.03,2268,378,1890
Amount_Medium AND V12_Low AND V17_Low,Class_Fraud,0.041005291005291,0.6503496503496503,3.902097902097902,0.03049676660787772,2.3833333333333333,0.03,2268,378,1890
Time_Morning AND V10_Low AND V17_Low,Class_Fraud,0.03439153439153439,0.65,3.9000000000000004,0.025573192239858905,2.3809523809523814,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V12_Low,Class_Fraud,0.039241622574955906,0.6496350364963503,3.897810218978102,0.029174015285126396,2.3784722222222223,0.03,2268,378,1890
V10_Low AND V17_Low,Class_Fraud,0.12742504409171077,0.6479820627802692,3.887892376681615,0.09465020576131689,2.3673036093418265,0.03,2268,378,1890
Time_Night AND V12_Low AND V16_Low,Class_Fraud,0.033950617283950615,0.6470588235294118,3.882352941176471,0.025205761316872428,2.3611111111111116,0.03,2268,378,1890
Amount_Low AND V16_Low AND V3_Low,Class_Fraud,0.0718694885361552,0.6468253968253969,3.8809523809523814,0.05335097001763668,2.3595505617977532,0.03,2268,378,1890
V14_Low AND V16_Low,Class_Fraud,0.13403880070546736,0.6440677966101694,3.864406779661017,0.0993533215755438,2.341269841269841,0.03,2268,378,1890
Time_Afternoon AND V16_Low AND V17_Low,Class_Fraud,0.033950617283950615,0.6416666666666667,3.8500000000000005,0.02513227513227513,2.325581395348838,0.03,2268,378,1890
Amount_Medium AND V16_Low AND V17_Low,Class_Fraud,0.041005291005291,0.6413793103448275,3.848275862068965,0.030349794238683128,2.3237179487179485,0.03,2268,378,1890
Amount_Low AND V12_Low AND V14_Low,Class_Fraud,0.0837742504409171,0.6397306397306397,3.8383838383838382,0.06194885361552028,2.3130841121495327,0.03,2268,378,1890
Amount_Low AND V10_Low AND V3_Low,Class_Fraud,0.08112874779541446,0.6388888888888888,3.833333333333333,0.059964726631393295,2.3076923076923075,0.03,2268,378,1890
Time_Morning AND V14_Low AND V3_Low,Class_Fraud,0.039241622574955906,0.6357142857142857,3.814285714285714,0.02895355673133451,2.287581699346405,0.03,2268,378,1890
Time_Evening AND V10_Low AND V14_Low AND V3_Low,Class_Fraud,0.031746031746031744,0.631578947368421,3.789473684210526,0.023368606701940034,2.261904761904762,0.03,2268,378,1890
Time_Morning AND V14_Low AND V16_Low,Class_Fraud,0.03747795414462081,0.6296296296296297,3.777777777777778,0.02755731922398589,2.2500000000000004,0.03,2268,378,1890
Time_Morning AND V10_Low AND V16_Low,Class_Fraud,0.03659611992945326,0.6287878787878788,3.772727272727273,0.026895943562610228,2.2448979591836737,0.03,2268,378,1890
Time_Evening AND V10_Low AND V12_Low,Class_Fraud,0.03042328042328042,0.6272727272727273,3.763636363636364,0.022339800117577895,2.2357723577235777,0.03,2268,378,1890
Amount_Low AND V10_Low AND V12_Low,Class_Fraud,0.08112874779541446,0.6258503401360545,3.7551020408163267,0.05952380952380952,2.2272727272727275,0.03,2268,378,1890
V10_Low AND V3_Low,Class_Fraud,0.1437389770723104,0.6257197696737044,3.7543186180422263,0.10545267489711933,2.226495726495726,0.03,2268,378,1890
V10_Low AND V16_Low,Class_Fraud,0.1318342151675485,0.6255230125523014,3.7531380753138084,0.09670781893004116,2.2253258845437625,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V3_Low,Class_Fraud,0.041005291005291,0.6241610738255033,3.7449664429530203,0.030055849500293944,2.2172619047619047,0.03,2268,378,1890
Amount_Low AND V17_Low AND V3_Low,Class_Fraud,0.06790123456790123,0.6234817813765182,3.7408906882591095,0.049750146972369194,2.2132616487455197,0.03,2268,378,1890
Time_Morning AND V10_Low AND V12_Low,Class_Fraud,0.03880070546737213,0.6197183098591549,3.7183098591549295,0.028365667254556144,2.191358024691358,0.03,2268,378,1890
V10_Low AND V12_Low,Class_Fraud,0.1437389770723104,0.6174242424242424,3.7045454545454546,0.10493827160493827,2.1782178217821784,0.03,2268,378,1890
Time_Morning AND V14_Low AND V17_Low,Class_Fraud,0.03527336860670194,0.6153846153846154,3.6923076923076925,0.0257201646090535,2.166666666666667,0.03,2268,378,1890
Time_Morning AND V10_Low AND V3_Low,Class_Fraud,0.03835978835978836,0.6126760563380281,3.676056338028169,0.02792475014697237,2.1515151515151514,0.03,2268,378,1890
V12_Low AND V3_Low,Class_Fraud,0.1472663139329806,0.6094890510948905,3.656934306569343,0.10699588477366255,2.133956386292835,0.03,2268,378,1890
V17_Low AND V3_Low,Class_Fraud,0.12962962962962962,0.608695652173913,3.652173913043478,0.0941358024691358,2.1296296296296293,0.03,2268,378,1890
Amount_Medium AND V10_Low AND V12_Low,Class_Fraud,0.041005291005291,0.6078431372549019,3.6470588235294117,0.02976190476190476,2.125,0.03,2268,378,1890
V14_Low AND V3_Low,Class_Fraud,0.1490299823633157,0.6046511627906976,3.627906976744186,0.10795120517342739,2.107843137254902,0.03,2268,378,1890
Time_Afternoon AND V12_Low AND V17_Low,Class_Fraud,0.034832451499118164,0.6030534351145038,3.618320610687023,0.025205761316872428,2.0993589743589745,0.03,2268,378,1890
Time_Morning AND V16_Low AND V3_Low,Class_Fraud,0.03791887125220458,0.6013986013986014,3.6083916083916083,0.0274103468547913,2.090643274853801,0.03,2268,378,1890
Time_Morning AND V12_Low AND V3_Low,Class_Fraud,0.04056437389770723,0.6013071895424836,3.607843137254902,0.029320987654320986,2.0901639344262293,0.03,2268,378,1890
Time_Afternoon AND V10_Low AND V16_Low,Class_Fraud,0.03439153439153439,0.6,3.6,0.02483833039388595,2.0833333333333335,0.03,2268,378,1890
